"ad_id","ad_subject","ad_body","ad_price"
12000471,"Urgent Tabac sell.morges area","well organised tabac for in vaud area.
contact asap.
Md afaz uddin
0041764980858",0
12000470,"Iphone 6s 64 GB Rosegold Wie Neu","Iphone 6s 64 GB Rosegold Wie Neu.
Das Handy befindet sich in Top Zustand.
Es hat keine kratzer. Es ist wirklich wie neu.
Hat noch garantie. Hat Keine Simlock.
Originalverpackung und Alles sind dabei.
Preis: 600.-
Tel: 0765752330",600
12000469,"gefühlvolle Massagen","Aelterer,erfahrener Massseur bietet gefühlvolle, energetische Massagen für Männer , Frauen und Paare an.Lassen  sie sich überraschen !
Region Biel - Seeland",100
12000468,"baby bett IKEA","ist neu ungebraucht aber schon zusammengebaut.
inklusive matratze",20
12000467,"Schwarzes Herrenvelo","Schönes Cityvelo, Farbe schwarz. Ideal für die Stadt. Im Vintagestil.",80
12000466,"GB Soccer ","Soccer zu verkaufen für Nintendo Game Boy
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",3
12000465,"Stanzbögen Sarah Kay","13 verschiedene Stanzbögen für Kartengestaltung
3D-Motive
Fr. 15.--, inkl. Porto",15
12000464,"Rifacimento sedute per locali","Il tuo locale, ristorante, bar, hotel, ufficio ha bisogno di un lifting? le sedie, gli sgabelli o le panche presentano consumo e usura?  siamo una ditta Ticinese esperta e attrezzata per fare questo tipo di riparazioni direttamente da te! quindi in tempi brevi e con dei costi vantagiosi il tuo locale cambierà aspetto! il tutto in una sola giornata! contattaci per un preventivo e un sopralluogo in tutta la Svizzera. Cordiali saluti",NA
12000463,"Kleiderschrank mit Scheibetüren PAX","Dies ist ein gebrauchter PAX Kleiderschrank von IKEA, der wegen Umzug verkauft wird.

Durch den modularen Aufbau kann man ihn jederzeit individualisieren.

BxHxT 200x236x66 

Farbe: Eicheneffekt weiss lasiert

Der Schrank muss abgeholt werden. 

Sie können entscheiden, ob Sie ihn selbst abbauen oder ob ich das für Sie übernehemen soll - ohne zusätzliche Kosten. 

Die Montageanleitung ist vorhanden.",150
12000462,"Schuhe","schuhe original von MBT
Grosse 38
sehr wenig getragen.",50
12000461,"Deutschkurs","Erfahrene Lehrerin bietet Deutschkurs für Gruppen oder als Einzellektionen in Zürich an. Alle Stufen. Preis auf Anfrage.",NA
12000460,"Golf 1 Chromspiegel","Biete ein Paar neue Chromspiegel zum VW Golf 1.
Neu und ungebraucht.
Kein Billig Teil.
Inklusive .Versand.",220
12000459,"2 Bauletti posteriori","Vendo due bauletti posteriori(1 per vespa px 125/200/250..ecc mentre l'altro è universale 
60 fr.- l'uno",60
12000458,"Casco da boxe","vendo casco xs da boxe per bambini (6-8 anni) usato ma in buone condizioni",25
12000457,"Mädchen Skihose Roxy","Skihose Marke Roxy Gr. ca 140 (10Jahre) blau schöner Schnitt gebraucht",25
12000456,"Emmaljunga Nitro City Farbe beige","Mit Geschwistersitz , Babywanne, Lammfell, Sonnenschutz Segel",500
12000455,"BMW E60 530d M-Paket","Bitte meine Wunderschönen BMW 530d aus der zweite Hand 
Navigation Professional
Head up Display
Komfortzugang
Bi Xenon
Fernschlichtassistent
Klima Automatik 2 Zone
Tempomat
M-Paket
Radio DVD CD und 6fach Wechsler 
Felgen Sommer 19 Winter 17zoll
Servicegepflegt.",17900
12000454,"Babyzimmer","Babybett inkl matraze ",150
12000453,"Bio Wein (VIN DES CEVENNES PURSANS ROUGE 2015)","Avec sa robe sombre aux magnifiques reflets grenat, ses arômes typés de mure, de moka et dépices, ses tanins généreux, ce vin bien charpenté offre une bouche ample et charnue.",15
12000452,"Bluetooth Remote controller fur android VR remote","Bluetooth Remote controller fur android

Multi function remote controller fur game/ VR/Selfie

1. Pair with VR goggle for movement

2. Selfie photo trigger 
3. Game controller
Etc
Bluetooth to handy. Rechargeble with Micro USB
* Made for Android. Limited function if pair with iOS 
Available in black only",18
12000451,"Camping Kopf Lampe","neu, nie getragen 5.- plus 7.- Versand",5
12000450,"Ida Bohatta: Sammler Editionen","1) Schneeflöckchen - Blümlein im Winter 
   (2002)
2) Flipp und Flirr - Die lustigen Springer 
   (2003).
Zwei kartonierte Bilderbücher von je 33 Seiten. Erschienen in der Verlagsgruppe Weltbild, Augsburg.
Jedes Album - im sehr guten Zustand - kann auch für Fr. 8. - einzeln kaufen werden.",14
12000449,"UE Megaboom schwarz","Schwarze UE Megaboom. Ladegerät von Samsung (nicht inbegriffen). Bluetooth und Aux Funktion. Bass leicht defekt aber immer noch laut und guter Klang.",100
12000448,"Acrylperlen","3 Boxen mit Acrylperlen
Fr. 10.-- pro Box
excl. Porto",10
12000447,"Elegantes Schlafzimmer italienischer Stil","Edles Doppelbett mit Rahmen, 2 Nachtkonsolen, 2 Lättliroste (90x200).
Neuwertige Qualitätsmöbel in Hochglanz.
Masse (LxB) 2.15m x 1.9m

Abholung/Transport nach Absprache",280
12000446,"VTech Tut Tut Baby Flitzer Sammlung","Verkaufe grosse Sammlung von VTech Tut Tut Baby Flitzer in Top Zustand. Folgende Sets gehören zur Sammlung:
Polizeirevier, Feuerwehrhaus, Flughafen, Baustelle, Strassen-Set mit Ampel, Autosprungbahn, Strassenerweiterungsset, 9 Autos. Inklusive 4 grosse weisse Plastikkisten mit Deckel von Ikea.",300
12000445,"Nes Transformers: Convoy no Nazo ","Transformers: Convoy no Nazo zu verkaufen für Nintendo Entertainment System (NES)
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",3
12000444,"iXS Full Face Helm","iXS Full Face Helm
iXS Full Face Helm, schwarz/grün
Für Motocross, BMX, Dirtbike
Visier verstellbar/abnehmbar
Kopf-, Stirn- und Kinnbelüftung
Innenfutter herausnehmbar und waschbar
Doppel D Sicherheitsverschluss
Grösse XS
Zustand: Neuwertig, keine Schäden
Bezahlter Neupreis: CHF 120
Verkaufspreis: CHF 50",50
12000443,"Weisse Reithose mit Swarovski","2x getragene Reithose mit Swarovski und Kniegripp
Grösse: it46/dt42",87
12000442,"Werkzeuge Hammer, Meissel, Zangen etc","alle miteinander für 20.- plus 10.- Versand oder Abholung BEI Wattwil in der Nähe",20
12000441,"WV POLO","MFK im Mai 2016
Service gepfelgt Zahnrime + Wasserpumpe ersezt Bremsen vorn und hinten neu. 
Auto ist mit Hagelschaden.",1100
12000440,"Bella ed economica","come poche, audi A1 1.2 Tfsi, poki km, tagliango e gomme appena fatti, tenuta bene, usata per brevi tragitti, start end stop, comandi al volante, audi intratteniment, predisposta navigatore, esp, aria condizionata, ottima per giovani. Per favore no perditempo e offerte assurde, prezzo leggermente trattabile. Collaudo a mie spese.",12500
12000439,"Codici Pokemon per giocare online","Vendo 2 carte Pokemon per giocare online a 3.- fr l una.",3
12000438,"Samsung s5","vendo Samsung  s5",200
12000437,"Kinderkleiderschrank und Wickelkommode zum Toppreis","Gut erhaltener Kinderkleiderschrank und Wickelkommode zu verkaufen!

Die farbigen Scharniere lassen sich abnehmen, sodass man den Schrank auch durchaus ""neutral"" für ältere Kinder benutzen kann:-)",150
12000436,"+950 pokemon karten","+950 pokemon karten 
alle in deutsch 
3 in english 
150 base set / 11 erste edition 
150 gen 1
26 neo
90 gen 2
124 gen 3
90 gen 4
1 hefte 

9.- Porto",100
12000435,"Babybay","Babybay
Farbe: weiss
Inkl. Matratze und weisses Nästchen.
Bei Aufbreis von 35.- kann noch eine Stange für ein Himmelbett dazu gekauft werden.",110
12000434,"iTag/iTracing Bluetooth tracking/etc","iTag/iTracing Bluetooth tacking & selfie

Multi function Bluetooth 4.0 device

iOS/Android app : iTracing 
Power by CR2032 battery, Bluetooth 4.0 connection. 25M range of location tracking, selfie trigger & etc
Available in green, white & black. Please indicate your preference colour",10
12000433,"Portapacchi per vespa px 125","Portapacchi per vespa px 125
Tutte e tre a 150.-(due anteriori e uno posteriore)
Vendo per mancanza di utilizzo
Per ulteriori informazioni non esitate a chiamare al numero:0797494101",150
12000432,"Kinderkostüm MinnieMouse gr 128","1mal angehabt
gutem zustand
exkl Porto",15
12000431,"GC Aquaman: Battle for Atlantis ","Aquaman: Battle for Atlantis zu verkaufen für Nintendo GameCube
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",4
12000430,"Couch Tisch, stylish von Pfister","Sehr guter Zustand und gepflegt.
Massives Holz, Farbe: Nussbaum.
Masse: L 180 x B 62 x H 25,5 cm 
ABHOLBEREIT",200
12000429,"Kindervelo","Kindervelo",29
12000428,"Bio Wein (COTEAUX BOURGUIGNONS ROUGE 2014","Généreux est sans doute le qualificatif qui définit le mieux ce cru à la robe pourpre dun rubis intense et profond. Le nez est puissant et riche. Ses arômes fruités de fraise et de groseille, de cassis et de mure, qui se mêlent harmonieusement aux notes florales de la violette et de la pivoine, à la saveur subtile de la cannelle, libèrent un gout charnu et charpenté, discrètement épicé, promesse dune belle longueur en bouche, ronde et voluptueuse.",15
12000427,"Kleiderschrank 60x150x200cm inkl. Interior","Ikea PAX System (Neupreis 440 CHF)

inklusive Kleiderstange, Hosenaufhänger, Tablare und Kleiderbügel

Der Schrank befindet sich in einem sehr guten Zustand.
Wird wegen Umzug verkauft.

Müsste abgeholt und selbst demontiert werden.",150
12000426,"Kopfband Haarband mit Totenkopf Muster","NEU - 

Postversand für 2.-Fr. oder Abholung in Zürich-Altstetten. 

Schauen sie noch in meine anderen  günstigen Angebote. Am besten mit diesem Link dann müssen sie weniger blättern.  

Direktlink:     
http://www.tutti.ch/zuerich?q=Bolingo

Pro Verkauf gehen 10 Rp. in ein Hilfsprojekt für die LOLA YA BONOBO Schutzstation im Kongo.
 
Vielen Dank, 
Gaby Bolingo",2
12000425,"Gepäckwaage von der Postshop","neu für 29.- gekauft, nie gebraucht, nun für 10.- zu haben plus 9.- Porto, inkl. Batterie",10
12000424,"Chino Hose von Lacoste Live","Neuwertige, beige Chino Hose von Lacoste. Die Hose ist mit kleinen Segelschuhe bestickt, was auf den Fotos gut zu sehen ist. Die Hose wurde 2-3 Mal getragen. Entspricht ungefähr einer Bundweite von 32.

Abholung oder Versand gegen Aufpreis von CHF 10.00.

Bitte sieh dir auch meine weiteren Angebote an!",30
12000423,"Deko Teller","Roter Teller mit Mosaiksteine verziert. Durchmesser ca 45 cm",30
12000422,"diverse bottiglie 5.- l'una","causa trasloco vendo bottiglie nuove ancora in scatola a 5.- l'una",5
12000421,"LOGITECH Schutzcover","NEU - ORIGINALVERPACKT 

Keyboard Folio 

Logitech Schutzcover für ipad 2 und ipad 3 (3-te und 4-te Generation)",80
12000420,"Cocktailkleid","Neu!! rotes Cocktailkleid mit Schal, das  Kleid kann man mit oder ohne Träger tragen. Größe 36-38",100
12000419,"Brand New GUESS Men`s Watch (Chronograph)","Brand new Mens watch ...got it as a present with a guarantee...
original price approximately 290chf
can be collected at any point in Zurich city..",180
12000418,"Xbox 360 Supremacy MMA ","Supremacy MMA zu verkaufen für Microsoft Xbox 360
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",4
12000417,"Fisherprice Auto&Telefon + Büchlein","Ganzes Set
exkl Porto",15
12000416,"Fourche Marzocchi année environ 1974","Fourche Marzocchi bonne état pour motos environ 1974 Ducati 750 etc
avec les bracelets",600
12000415,"Zep (Titeuf)  Collector","Zep (Titeuf)  Collector!
Magazine « tchô  Le mégazine » 
Lot de 11 Nos : 148 (août 2011), 150, 153 à 161 (octobre 2012) + 2 « méga-tchô » hors série : été 2015 et été 2010
Au plus offrant. Frais de port en sus, en cas d'envoi postal",10
12000414,"Welpe Golden Retriever Labrador Mix","Wunderschöne Welpin zu verkaufen. Unser neuer Vermieter möchte keine Haustiere und schweren Herzens müssen wir uns von der kleinen Sandy trennen. Sie kommt ursprünglich aus Deutschland (verzollt und mit Pass) und den ersten Impfungen. Sie ist jetzt 10 Wochen alt. Wir haben sie so früh bekommen, weil ihre Mutter gestorben ist. Sie ist verspielt, süss und sehr neugierig. Mit dem richtigen Händchen wird sie zu einem tollen Familienhund.

Hundekorb und alle Spielsachen werden ebenfalls mitgegeben.",950
12000413,"Garderobe","Wir verkaufen unsere Garderobe wegen Umzug. (Ohne Jacke) :-) 
Kann gerne auch besichtigt werden.",10
12000412,"scooter repsol","Cerco scooter repsol",NA
12000411,"Manga - Naruto Gold.","naruto gold da 1a 38 e da 46 a 50
in ottime condizioni 

prezzo da concordare",120
12000410,"Miele Gefrierschrank","Gefrierschrank Marke Miele ca. 8 Jährig

kühlt einwandfrei

Masse:
Höhe 145 cm
Breite 59.5 cm
Tiefe ca. 62 mit Griff ca. 66 cm

192 Liter

vorne Stellfüsse hinten Räder",350
12000409,"stampante, scanner, fotocopiatrice senza fili profi","vendo stampante professionale Laser 
prezzo nuovo 700.-
causa trasloco",50
12000408,"Damenvelo City Flitzer","Damenvelo sehr guter Zustand 5 Jährig 
Np. 570.Fr
Preis verhandelbar",150
12000407,"Nintendo wii Spiele","verkaufe folgende nintendo wii Spiele:
- Zelda
- Mariokart
- Super Mario Galaxys
- Super Mario power Tennis
- Wii plays
- Wii Sports Resort
-",30
12000406,"Verkaufe Natel","Verkaufe Mein Neues Samsung Natel In Top Zustand. Sie Könnnen Auch Mir Sms Schreiben ..",400
12000405,"Puppenzwillingswagen","Schöner Puppenzwillingswagen!",18
12000404,"Notebook LapTop","Verkaufe 35 Verschiedene Notebooks.
Achtung nicht alle Laptops wurden getestet.

Es kann gut möglich sein, dass einpaar Display schaden oder so haben.

Pris Verhandelbar 

Keine Rückerstattung nach kauf möglich
Keine Garantie",2300
12000403,"Musikdose Barabapapa","zum aufziehen
Figuren bewegen sich zur Musik",20
12000402,"JURA IMPRESSA J9.3 One Touch TFT","JURA IMPRESSA J9.3 One Touch TFT CARBON IM SEHR GUTEN ZUSTAND Funktioniert Bestens Kaffebezüge sihtbar Auf Fotto Kaffemaschine wird nich siherlich Parr Kaffes von Mir Selbst Gedrunken Gerät wär vor Kurzem Im Fust Service Original Belege Vorhanden dazu Gibts Claris Nagel Neu,Reinigungstableten 1 Pac,Entkalkungs Tabbletten und Jura Edehlstahl Milchbehälter und Original Handbuch Kaffemaschine Kostet nich immer über 2000 Sfr.-",1200
12000401,"Ford Ka 1.3 frisch MFK/Service nur 130'000km","Ford Ka 1.3

-130'000 km
-CD Player
-Klima
-komplett neue Bremsen
-neue Feder vorne

Preis:  Frisch MFK 1400 fr
           Ab Platz.      450 fr",450
12000400,"Xbox Gauntlet: Dark Legacy ","Gauntlet: Dark Legacy zu verkaufen für Microsoft Xbox
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",2
12000399,"Neuwertige Loungegruppe mit 4 Sessel","Neuwertige Loungegruppe mit 4 Sessel, Tisch, 2 Fussauflagen, Kissen und Dekokissen. Material Aluminiumuntergestell, Kunststoffgeflecht braun-dunkelbraun.
Kissenbox zum Verstauen der Kissen gibt es gratis dazu.

Neupreis CHF 1'800.00

Muss abgeholt werden.",900
12000398,"VAUDE Kraxe Jolly (inkl. Sonnendach, Regenschutz)","Wir verkaufen unsere voll funktionstüchtige und gut erhaltene VAUDE Jolly Kraxe. 

Zur Kraxe gehört ein Aufsatz Sonnen- und Regenschutz.",30
12000397,"Magazine « Sciences & Vie Découvertes » (7 à 12 ans","Magazine « Sciences & Vie Découvertes » (7 à 12 ans)
Lot de 24 numéros : 170 (février 2013), 172 à 178, 180 et 181, 183 à 196 (avril 2015) ; (NB : nouveau format depuis le No 191)
Au plus offrant. Frais de port en sus, en cas d'envoi postal",10
12000396,"Opel corsa disel","sparsamer auto",2600
12000395,"Bio Wein (COTES DU RHONE ROUGE AOC 2015","Avec ses tanins légers, très élégants, ce vin aromatique et souple, gras et rond, long en bouche, est tout en volume et en générosité. Son nez de fruits noirs aux notes intenses de cerise et de cassis frais évolue en vieillissant vers les senteurs typées des confitures de cassis et de griotte, dépices, de poivre et daromates. Dun rouge profond, sa robe vermillon présente des reflets violets.",10
12000394,"SONOS Bridge Weiss in Originalverpackt","Self Pick - Zug /Post at buyer cost
Condition: NEW, open to test in Original Packaging

Connect to a router to create a dedicated wireless network for your Sonos system
Perfect for larger homes where WiFi doesnt reach all of your rooms
Extend the range of your existing Sonos network",49
12000393,"2 manubri + panca reclinabile","2 manubri da 10 kg l'uno con panca reclinabile 40.-",NA
12000392,"Zaino/cartella Dakine","vendo Zaino Dakine in ottimo stato!",25
12000391,"DVD Sammlung (24 Stück für 20.-)","Ich verkaufe diese kleine DVD Sammlung für 20 Fr. (Abholung) 
Bei Fragen oder Interesse gerne melden.",20
12000390,"Lampe Leuchte","Lampe Leuchte",25
12000389,"PS 2 GAMES PAKET 5 STK","Nur als Paket zu erwerben exkl Porto",10
12000388,"Medizinische Kompressionsstrümpfe SIGVARIS","NEU - ORIGINALVERPACKT Medizinische Kompressionsstrümpfe, Farbe schwarz 99, Grösse one size 

gem. Bilder",70
12000387,"Rosenquarz Kette","neu, nie getragen, für 25.- plus 7.- Porto",25
12000386,"Babycook","Für Früchte und Gemüse Brei.
Gerät kann Dämpfen und Pürieren
Inhalt der Menge. Ca 250gr.
Ohne Gebrauchsanleitung
Zustand: viel in Gebrauch",50
12000385,"4 Paar Top Mädchen Kinderjeans in Gr.110 aus den USA & Schwe","Div. Jeans in Top Qualität aus den USA. 
Von : 
1.Tommy Hilfigger 
2.GAP Kids
3.Benetton Kids
4.H&M 

Alle Jeans in Gr.110!

(von einem Kind getragen)",30
12000384,"Flanell Hemd von Tommy Hilfiger","Tolles Flanell Hemd vom Tommy Himfiget. Das Hemd wurde wenig getragen und ist in sehr gutem Zustand. Grösse L.

Abholung oder Versand gegen Aufpreis von CHF 10.00.

Bitte sieh dir auch meine weiteren Angebote an!",25
12000383,"BlackBerry Bold 9790","Angebot: BlackBerry Bold 9790, mit Akku, ohne Zubehör und Kabel
Stückzahl: 1

Bilder: eigene Bilder, Hersteller

Zustand: wenig gebraucht, praktisch keine Gebrauchsspuren, keine Abnutzung

Verkaufsgrund: Nichtgebrauchs, Ersatzgeräte

Garantie: keine

Details vom Hersteller: /

Technische Daten: gsmarena_com/blackberry_bold_9790-4332.php, Standard SIM Grösse (mini-SIM), QWERTZ Tastatur

Kommentar: Wird zurückgesetzt und schon in Betrieb genommen (deutsch) ausgeliefert, aktuellstes BB OS7. Auf Anfrage kann ich ein bis zwei zusätzliche Akkus und eine 1GB microSD Card mitliefern, 2 resp. 4 CHF. Lässt sich benutzen wie ein Bold 9900, ist sogar ein bisschen leichter.

Hinweis: Ohne Garantie, Funktionsweise ist aber sichergestellt. Volle Funktionalität nur mit BlackBerry Enterprise sichergestellt, BES älterer Generationen oder einen auf BES10/12 upgraded. Ehemals Swisscom gebrandet. Gemäss MPED Eingabe in den Advanced Options sollte jede SIM/Provider einsetzbar sein. Ohne Zubehör, Verpackung und Kabel geliefert! Ladekabel normal per Micro-USB-B anzuschliessen, wie zurzeit Standard bei Smartphones. Auch von anderen Hersteller möglich.

Zusätzliche Gebühren fallen an bei Bar-Einzahlung per Einzahlungsschein am Schalter. Gebührenfrei bei Bezahlung per E-Banking.

Barzahlung möglich, Abholung in Steinen oder Rotkreuz möglich (z.B. auch wenn mehrere Artikel abgeholt werden)",62
